Window_Pair;Enhancer_CTCF;RNAPII-S2p_CTCF;RNAPII-S7p_RNAPII-S2p;RNAPII-S2p_RNAPII-S2p;Tcf3_EP300;H3K9me3_H3K9me3;ZC3H11A_CTCF;EP300_NANOG;Enhancer_MAFK;RNAPII-S7p_Enhancer;Tcf3_Enhancer;RNAPII-S5p_RNAPII-S2p;Tcf3_RNAPII-S2p;RNAPII-S2p_Oct4;HCFC1_NANOG;RNAPII-S2p_NANOG;Tcf3_CTCF;RNAPII-S5p_Enhancer;Tcf3_MAFK;EP300_ZNF384;RNAPII-S2p_Enhancer;Tcf3_NANOG;Enhancer_NANOG;H3K9me3_Enhancer
chr6:20600000-20640000&chr6:18120000-18160000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr13:63200000-63240000&chr13:60440000-60480000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr10:29000000-29040000&chr10:25840000-25880000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr14:98280000-98320000&chr14:95160000-95200000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr5:131760000-131800000&chr5:130360000-130400000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1
chr6:54120000-54160000&chr6:52280000-52320000;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1
chr17:80760000-80800000&chr17:78840000-78880000;0;1;0;0;0;1;0;0;0;1;0;0;1;1;1;1;0;1;0;0;1;0;0;1
chr13:118080000-118120000&chr13:115320000-115360000;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr1:92280000-92320000&chr1:89440000-89480000;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1
chr7:26720000-26760000&chr7:26240000-26280000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
chr13:30960000-31000000&chr13:28840000-28880000;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0
chr2:33560000-33600000&chr2:29800000-29840000;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0
chr9:15160000-15200000&chr9:11960000-12000000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
chr4:129480000-129520000&chr4:125480000-125520000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr2:171400000-171440000&chr2:170440000-170480000;0;0;1;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;1;1
chr4:48520000-48560000&chr4:48480000-48520000;1;1;1;1;0;0;0;1;1;1;0;1;0;1;1;1;0;1;0;1;1;0;1;0
chr10:129800000-129840000&chr10:127360000-127400000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr14:16240000-16280000&chr14:13640000-13680000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr7:90680000-90720000&chr7:87360000-87400000;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr10:126720000-126760000&chr10:125800000-125840000;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr4:44480000-44520000&chr4:44000000-44040000;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0
chr6:72760000-72800000&chr6:70480000-70520000;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
chr12:33640000-33680000&chr12:29960000-30000000;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
chr2:61320000-61360000&chr2:58440000-58480000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
chr7:119160000-119200000&chr7:115560000-115600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr13:53120000-53160000&chr13:50920000-50960000;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
chr13:49520000-49560000&chr13:46320000-46360000;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
chr17:8800000-8840000&chr17:4800000-4840000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr4:20680000-20720000&chr4:19200000-19240000;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:81560000-81600000&chr11:78240000-78280000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr13:12800000-12840000&chr13:11440000-11480000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
chr6:117160000-117200000&chr6:113640000-113680000;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr14:100600000-100640000&chr14:99040000-99080000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
chr11:66680000-66720000&chr11:62800000-62840000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:33040000-33080000&chr11:30360000-30400000;1;0;1;0;1;0;0;1;0;1;0;0;1;1;1;1;1;1;0;1;1;0;0;0
chr19:30600000-30640000&chr19:28080000-28120000;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0
chr9:108240000-108280000&chr9:106520000-106560000;0;1;1;1;0;0;0;1;0;1;0;1;0;1;1;1;0;1;0;1;1;0;0;0
chr5:107080000-107120000&chr5:104520000-104560000;0;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0;1;0;1;1;0;0;0
chr1:155400000-155440000&chr1:152120000-152160000;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
chr4:119000000-119040000&chr4:116880000-116920000;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr2:76800000-76840000&chr2:76040000-76080000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr13:40200000-40240000&chr13:36200000-36240000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr17:48400000-48440000&chr17:45440000-45480000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr6:125200000-125240000&chr6:124240000-124280000;1;1;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0
chr15:81880000-81920000&chr15:81800000-81840000;1;1;0;0;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
chr4:133320000-133360000&chr4:130800000-130840000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr3:41840000-41880000&chr3:41320000-41360000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr17:22240000-22280000&chr17:21480000-21520000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1
chr8:122000000-122040000&chr8:121520000-121560000;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:110360000-110400000&chr11:106640000-106680000;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr19:31920000-31960000&chr19:29880000-29920000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr14:27280000-27320000&chr14:25040000-25080000;1;1;1;0;0;0;1;0;1;1;0;0;0;1;0;0;0;1;0;1;1;0;0;1
chr15:34800000-34840000&chr15:33960000-34000000;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0
chr9:14640000-14680000&chr9:10880000-10920000;1;1;0;0;1;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0;0;1;0;0
chr13:58000000-58040000&chr13:57400000-57440000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1
chr8:115160000-115200000&chr8:113320000-113360000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
chr2:79920000-79960000&chr2:78680000-78720000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr3:108160000-108200000&chr3:106960000-107000000;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0
chr2:121560000-121600000&chr2:118600000-118640000;0;1;0;0;0;0;1;1;0;0;0;1;0;1;1;1;0;0;0;1;0;0;0;0
chr10:13800000-13840000&chr10:11520000-11560000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
chr18:76520000-76560000&chr18:73320000-73360000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr4:141160000-141200000&chr4:141040000-141080000;1;1;1;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;1;1;0;0;0
chr9:59640000-59680000&chr9:57360000-57400000;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0
chr14:48040000-48080000&chr14:47960000-48000000;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0
chr18:38600000-38640000&chr18:37800000-37840000;1;1;1;1;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1
chr5:108080000-108120000&chr5:108040000-108080000;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr19:46400000-46440000&chr19:44280000-44320000;1;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;1;1;1;0;0;0;0;0
chr6:43280000-43320000&chr6:40320000-40360000;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0
chr19:59800000-59840000&chr19:56400000-56440000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr13:55440000-55480000&chr13:55280000-55320000;1;1;1;1;0;0;0;1;1;1;0;1;0;1;1;1;0;1;0;1;1;0;1;0
chr12:104160000-104200000&chr12:101520000-101560000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
chr8:47680000-47720000&chr8:44440000-44480000;0;1;1;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0
chr6:74920000-74960000&chr6:72640000-72680000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
chr19:17480000-17520000&chr19:14680000-14720000;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0
chr9:115240000-115280000&chr9:111800000-111840000;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr11:114680000-114720000&chr11:110680000-110720000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr1:97360000-97400000&chr1:94400000-94440000;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
chr8:26960000-27000000&chr8:25240000-25280000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr2:9400000-9440000&chr2:6000000-6040000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr1:9920000-9960000&chr1:9800000-9840000;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0
chr13:13440000-13480000&chr13:11960000-12000000;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
chr1:156920000-156960000&chr1:153280000-153320000;1;0;1;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;1;1;0;1;1
chr13:76800000-76840000&chr13:73840000-73880000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr8:8840000-8880000&chr8:6240000-6280000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
chr11:32280000-32320000&chr11:31880000-31920000;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;0;0;1;0
chr17:68960000-69000000&chr17:66880000-66920000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr2:150440000-150480000&chr2:148960000-149000000;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
chr4:26400000-26440000&chr4:24920000-24960000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:6560000-6600000&chr11:5320000-5360000;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr15:98720000-98760000&chr15:98680000-98720000;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1
chr6:129360000-129400000&chr6:127760000-127800000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr14:35840000-35880000&chr14:34040000-34080000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr6:99960000-100000000&chr6:99200000-99240000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
chr9:48160000-48200000&chr9:45720000-45760000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr17:27440000-27480000&chr17:24280000-24320000;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0
chr12:20960000-21000000&chr12:18360000-18400000;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1
chr2:74440000-74480000&chr2:70840000-70880000;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr7:129360000-129400000&chr7:125560000-125600000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0
chr1:159880000-159920000&chr1:156080000-156120000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
chr11:33120000-33160000&chr11:31320000-31360000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr11:87360000-87400000&chr11:83560000-83600000;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0
chr8:124640000-124680000&chr8:123880000-123920000;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0
chr19:45960000-46000000&chr19:43960000-44000000;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0;1;0;1;0
chr11:26000000-26040000&chr11:22760000-22800000;1;1;1;0;0;0;0;1;1;1;0;1;0;1;1;1;0;1;0;1;1;0;1;0
chr4:150840000-150880000&chr4:149760000-149800000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr12:21240000-21280000&chr12:21000000-21040000;1;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1
chr11:101480000-101520000&chr11:97880000-97920000;1;1;1;1;0;0;0;1;1;1;0;1;0;1;1;1;0;1;0;1;1;0;1;1
chr15:24360000-24400000&chr15:24320000-24360000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr14:67360000-67400000&chr14:64120000-64160000;1;1;1;0;1;0;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;0;1;1
chr9:111600000-111640000&chr9:110000000-110040000;1;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;0;1;0;1;1;0;1;0
chr13:56640000-56680000&chr13:54720000-54760000;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0
chr11:99680000-99720000&chr11:98720000-98760000;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr3:151800000-151840000&chr3:148720000-148760000;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1
chr13:107800000-107840000&chr13:107440000-107480000;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
chr13:29720000-29760000&chr13:26920000-26960000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr1:68800000-68840000&chr1:68480000-68520000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr11:120160000-120200000&chr11:120120000-120160000;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1
chr4:69960000-70000000&chr4:65960000-66000000;1;0;0;0;1;0;0;1;0;0;1;1;1;1;0;1;1;1;0;0;1;1;1;0
chr12:21840000-21880000&chr12:19040000-19080000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr16:78440000-78480000&chr16:76280000-76320000;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1
chr18:70480000-70520000&chr18:67880000-67920000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
chr6:126560000-126600000&chr6:125400000-125440000;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1
chr9:39920000-39960000&chr9:37840000-37880000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
chr16:76280000-76320000&chr16:76120000-76160000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
chr13:86160000-86200000&chr13:83800000-83840000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr10:6520000-6560000&chr10:6400000-6440000;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr17:85320000-85360000&chr17:82160000-82200000;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr10:82040000-82080000&chr10:78240000-78280000;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1
chr16:13960000-14000000&chr16:13080000-13120000;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
chr13:73760000-73800000&chr13:70480000-70520000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr6:4760000-4800000&chr6:3280000-3320000;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
chr11:56840000-56880000&chr11:55280000-55320000;1;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;0;1;0;0;1;0;1;0
chr17:71200000-71240000&chr17:70840000-70880000;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1
chr1:63280000-63320000&chr1:62920000-62960000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr17:81960000-82000000&chr17:79560000-79600000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr5:54560000-54600000&chr5:54080000-54120000;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr5:109040000-109080000&chr5:106080000-106120000;0;1;0;0;0;0;0;1;1;1;0;0;0;1;1;1;0;1;0;1;1;0;1;0
chr5:80160000-80200000&chr5:76320000-76360000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr15:99200000-99240000&chr15:95720000-95760000;1;1;1;1;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0
chr16:33320000-33360000&chr16:30000000-30040000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
chr13:20240000-20280000&chr13:16560000-16600000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1
chr16:90560000-90600000&chr16:87280000-87320000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr14:37360000-37400000&chr14:35080000-35120000;1;1;0;0;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;0;0;1;1;0
chr4:118600000-118640000&chr4:115960000-116000000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
chr2:157560000-157600000&chr2:154960000-155000000;0;1;1;1;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;1
chr10:21200000-21240000&chr10:17200000-17240000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
chr2:119640000-119680000&chr2:116800000-116840000;0;0;1;0;0;0;0;1;1;1;0;1;0;1;0;1;0;1;0;1;1;0;1;0
chr14:27880000-27920000&chr14:24720000-24760000;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
chr10:76560000-76600000&chr10:74160000-74200000;0;1;1;1;1;0;0;0;0;1;1;1;1;1;0;1;1;0;1;1;1;1;0;1
chr10:56240000-56280000&chr10:53200000-53240000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr4:150560000-150600000&chr4:147520000-147560000;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr6:53880000-53920000&chr6:52200000-52240000;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
chr3:37960000-38000000&chr3:37600000-37640000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr2:74600000-74640000&chr2:71720000-71760000;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1
chr5:118560000-118600000&chr5:116320000-116360000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr6:16960000-17000000&chr6:15360000-15400000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
chr3:32400000-32440000&chr3:30320000-30360000;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
chr6:98000000-98040000&chr6:95000000-95040000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr8:13360000-13400000&chr8:12880000-12920000;1;1;1;1;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0
chr6:35440000-35480000&chr6:33440000-33480000;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
chr11:53040000-53080000&chr11:50640000-50680000;1;1;1;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1
chr18:35280000-35320000&chr18:34080000-34120000;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0
chr2:28000000-28040000&chr2:24720000-24760000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr6:74320000-74360000&chr6:72640000-72680000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr8:126800000-126840000&chr8:124680000-124720000;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
chr4:97880000-97920000&chr4:97040000-97080000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr5:147560000-147600000&chr5:144320000-144360000;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;0
chr7:53800000-53840000&chr7:50560000-50600000;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
chr11:33000000-33040000&chr11:30360000-30400000;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;0;1;1;1
chr15:100440000-100480000&chr15:96640000-96680000;1;1;0;0;0;0;1;1;1;1;0;0;0;1;1;1;0;1;0;1;1;0;1;0
chr5:130520000-130560000&chr5:127200000-127240000;1;1;0;0;0;0;1;0;0;1;0;1;1;1;0;1;1;1;0;0;1;0;0;0
chr5:108560000-108600000&chr5:107560000-107600000;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;1;0
chr9:87040000-87080000&chr9:86480000-86520000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
chr12:34040000-34080000&chr12:30280000-30320000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr19:56720000-56760000&chr19:54720000-54760000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr11:72480000-72520000&chr11:71720000-71760000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr2:6760000-6800000&chr2:5960000-6000000;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0
chr7:143960000-144000000&chr7:142000000-142040000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
chr9:59080000-59120000&chr9:55600000-55640000;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr2:157560000-157600000&chr2:154400000-154440000;1;1;1;0;0;0;1;0;1;1;1;1;1;0;0;0;1;1;0;1;1;0;0;0
chr5:74480000-74520000&chr5:72720000-72760000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr4:107760000-107800000&chr4:106880000-106920000;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;1;1;0;0;0
chr15:85360000-85400000&chr15:83520000-83560000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr19:41240000-41280000&chr19:40240000-40280000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr2:90640000-90680000&chr2:90560000-90600000;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0
chr2:57120000-57160000&chr2:54280000-54320000;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
chr3:13200000-13240000&chr3:10360000-10400000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
chr13:23560000-23600000&chr13:21960000-22000000;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;0;1;1;0
chr4:111560000-111600000&chr4:109040000-109080000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
