Window_Pair;Enhancer_CTCF;RNAPII-S2p_CTCF;RNAPII-S7p_RNAPII-S2p;RNAPII-S2p_RNAPII-S2p;Tcf3_EP300;H3K9me3_H3K9me3;ZC3H11A_CTCF;EP300_NANOG;Enhancer_MAFK;RNAPII-S7p_Enhancer;Tcf3_Enhancer;RNAPII-S5p_RNAPII-S2p;Tcf3_RNAPII-S2p;RNAPII-S2p_Oct4;HCFC1_NANOG;RNAPII-S2p_NANOG;Tcf3_CTCF;RNAPII-S5p_Enhancer;Tcf3_MAFK;EP300_ZNF384;RNAPII-S2p_Enhancer;Tcf3_NANOG;Enhancer_NANOG;H3K9me3_Enhancer
chr6:124720000-124760000&chr6:123760000-123800000;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;1
chr17:66320000-66360000&chr17:65640000-65680000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
chr5:75920000-75960000&chr5:73480000-73520000;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;1;0;0;0
chr1:72760000-72800000&chr1:72080000-72120000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
chr15:82800000-82840000&chr15:79640000-79680000;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;1;1;0;0;0
chr5:144240000-144280000&chr5:143640000-143680000;1;1;1;1;0;0;1;0;1;1;0;1;0;1;0;0;0;1;0;1;1;0;0;0
chr4:86040000-86080000&chr4:83080000-83120000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr2:65240000-65280000&chr2:63640000-63680000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr13:107560000-107600000&chr13:104880000-104920000;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
chr13:75480000-75520000&chr13:72960000-73000000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
chr3:39800000-39840000&chr3:37800000-37840000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr1:120920000-120960000&chr1:120680000-120720000;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
chr10:95920000-95960000&chr10:94840000-94880000;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0
chr13:101480000-101520000&chr13:101040000-101080000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
chr17:83240000-83280000&chr17:81080000-81120000;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
chr5:148560000-148600000&chr5:144880000-144920000;1;1;1;0;1;0;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;0;1;1
chr12:43840000-43880000&chr12:41000000-41040000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr3:64360000-64400000&chr3:61040000-61080000;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
chr7:88080000-88120000&chr7:86200000-86240000;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
chr8:95360000-95400000&chr8:93280000-93320000;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
chr7:37640000-37680000&chr7:34440000-34480000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
chr8:96080000-96120000&chr8:93600000-93640000;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
chr15:38040000-38080000&chr15:36400000-36440000;1;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;0;1;0;0;1;0;1;0
chr9:43840000-43880000&chr9:41720000-41760000;1;0;0;0;0;1;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;1
chr18:6440000-6480000&chr18:5000000-5040000;1;1;1;0;0;0;0;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0
chr8:73320000-73360000&chr8:73280000-73320000;1;1;1;1;0;0;1;1;1;1;0;1;0;1;0;1;0;1;0;1;1;0;1;0
chr8:122440000-122480000&chr8:121280000-121320000;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0
chr6:149400000-149440000&chr6:145600000-145640000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr7:143960000-144000000&chr7:142440000-142480000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr19:4800000-4840000&chr19:3680000-3720000;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0
chr13:66120000-66160000&chr13:65400000-65440000;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
chr2:156640000-156680000&chr2:152680000-152720000;1;1;1;1;0;0;0;0;1;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0
chr17:12800000-12840000&chr17:10440000-10480000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr7:140480000-140520000&chr7:138480000-138520000;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
chr5:129720000-129760000&chr5:126360000-126400000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
chr15:11320000-11360000&chr15:9280000-9320000;0;1;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
chr13:39640000-39680000&chr13:38040000-38080000;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0
chr9:111600000-111640000&chr9:110720000-110760000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
chr7:139960000-140000000&chr7:138480000-138520000;1;0;1;0;0;0;0;1;0;1;0;1;0;0;1;1;0;1;0;1;1;0;0;0
chr10:19720000-19760000&chr10:16480000-16520000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr12:113920000-113960000&chr12:112040000-112080000;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1
chr1:159000000-159040000&chr1:158320000-158360000;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0
chr9:17880000-17920000&chr9:15720000-15760000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr3:103280000-103320000&chr3:100720000-100760000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
chr8:116120000-116160000&chr8:114560000-114600000;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
chr7:30840000-30880000&chr7:28120000-28160000;1;1;1;1;0;0;1;1;1;1;0;1;0;1;1;1;0;1;0;0;1;0;1;0
chr11:6760000-6800000&chr11:6200000-6240000;0;1;1;1;0;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;1;0;0;0
chr3:86440000-86480000&chr3:84160000-84200000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr14:25440000-25480000&chr14:21840000-21880000;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1;1;0;1;0
chr11:55560000-55600000&chr11:55120000-55160000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr13:62840000-62880000&chr13:60080000-60120000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
chr1:73920000-73960000&chr1:69960000-70000000;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0
chr6:16200000-16240000&chr6:13520000-13560000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
chr7:50640000-50680000&chr7:46760000-46800000;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0
chr6:115920000-115960000&chr6:112840000-112880000;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1
chr1:136640000-136680000&chr1:134160000-134200000;1;1;0;0;0;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;1;1;1;0
chr6:39920000-39960000&chr6:37400000-37440000;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr18:37120000-37160000&chr18:36480000-36520000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr4:85360000-85400000&chr4:84040000-84080000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr5:118920000-118960000&chr5:117440000-117480000;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
chr5:14800000-14840000&chr5:13680000-13720000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr11:100000000-100040000&chr11:96560000-96600000;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
chr11:90200000-90240000&chr11:86480000-86520000;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;1;1;0;1;0
chr11:120200000-120240000&chr11:116760000-116800000;1;0;0;0;0;0;1;0;1;1;0;1;0;1;1;0;0;1;0;0;1;0;1;1
chr5:135120000-135160000&chr5:132600000-132640000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr5:112440000-112480000&chr5:109000000-109040000;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0
chr15:10960000-11000000&chr15:8120000-8160000;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
chr4:121360000-121400000&chr4:119000000-119040000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr15:74520000-74560000&chr15:74400000-74440000;1;1;1;1;0;0;1;0;1;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0
chr5:9080000-9120000&chr5:6440000-6480000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
chr1:84840000-84880000&chr1:81120000-81160000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
chr6:120560000-120600000&chr6:117320000-117360000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr7:29800000-29840000&chr7:28280000-28320000;1;1;1;1;0;0;1;1;0;1;0;1;0;1;1;1;0;1;0;1;1;0;1;0
chr17:68400000-68440000&chr17:66240000-66280000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
chr4:91600000-91640000&chr4:90080000-90120000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr19:56160000-56200000&chr19:53400000-53440000;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
chr10:50440000-50480000&chr10:48840000-48880000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0
chr15:33120000-33160000&chr15:31200000-31240000;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;0
chr15:81200000-81240000&chr15:78760000-78800000;1;1;1;1;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0
chr6:92200000-92240000&chr6:91200000-91240000;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr5:75120000-75160000&chr5:73440000-73480000;1;1;1;1;0;0;1;0;1;1;0;1;0;0;0;1;0;1;0;1;1;0;1;0
chr12:82600000-82640000&chr12:78640000-78680000;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
chr16:13960000-14000000&chr16:13640000-13680000;1;1;1;1;1;0;0;1;0;1;0;1;1;1;1;1;1;1;0;1;1;0;0;0
chr1:158560000-158600000&chr1:157360000-157400000;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr6:29880000-29920000&chr6:27600000-27640000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr1:72880000-72920000&chr1:72040000-72080000;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;1;0;0;0;1;0
chr13:49040000-49080000&chr13:47760000-47800000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr14:24720000-24760000&chr14:21560000-21600000;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr1:43520000-43560000&chr1:39520000-39560000;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1
chr16:69080000-69120000&chr16:66040000-66080000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr9:40600000-40640000&chr9:38960000-39000000;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1
chr4:115000000-115040000&chr4:114320000-114360000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr2:51800000-51840000&chr2:50400000-50440000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
chr9:106200000-106240000&chr9:104040000-104080000;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0
chr8:114680000-114720000&chr8:114520000-114560000;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr5:98440000-98480000&chr5:97520000-97560000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1
chr5:144520000-144560000&chr5:143520000-143560000;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
chr12:118520000-118560000&chr12:116200000-116240000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:100280000-100320000&chr11:100240000-100280000;1;1;1;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;1;0;1;1
chr13:104400000-104440000&chr13:101240000-101280000;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr8:3800000-3840000&chr8:3600000-3640000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
chr7:96760000-96800000&chr7:96480000-96520000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr6:137080000-137120000&chr6:136440000-136480000;1;0;0;0;0;1;1;1;1;1;0;0;0;0;1;0;0;1;0;1;0;0;1;1
chr11:9080000-9120000&chr11:6200000-6240000;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0
chr16:62640000-62680000&chr16:60920000-60960000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr3:89360000-89400000&chr3:88200000-88240000;1;1;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;1;0;0;1;0;1;0
chr4:141200000-141240000&chr4:139400000-139440000;1;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0
chr1:13960000-14000000&chr1:10080000-10120000;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;1;0;0;0
chr17:74120000-74160000&chr17:71560000-71600000;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr11:30600000-30640000&chr11:28200000-28240000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr12:21320000-21360000&chr12:20960000-21000000;1;1;1;1;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0
chr3:75800000-75840000&chr3:75280000-75320000;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr5:14840000-14880000&chr5:14560000-14600000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr4:132800000-132840000&chr4:130160000-130200000;1;1;1;1;0;0;1;1;1;1;0;1;0;1;1;1;0;1;0;1;1;0;1;0
chr7:106400000-106440000&chr7:102880000-102920000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr18:76000000-76040000&chr18:73320000-73360000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr16:96240000-96280000&chr16:93600000-93640000;1;1;1;1;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;1
chr18:6440000-6480000&chr18:4440000-4480000;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0
chr6:40840000-40880000&chr6:39400000-39440000;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr13:45560000-45600000&chr13:41760000-41800000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr2:168440000-168480000&chr2:167280000-167320000;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0
chr6:135960000-136000000&chr6:135800000-135840000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr16:18440000-18480000&chr16:17200000-17240000;1;1;0;0;0;0;1;1;1;1;0;1;0;0;1;1;0;1;0;1;1;0;1;0
chr1:140160000-140200000&chr1:138480000-138520000;0;0;1;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;0;0;1;1;0
chr9:118760000-118800000&chr9:115120000-115160000;1;1;0;0;0;0;1;1;1;1;1;0;1;1;0;1;1;1;0;1;1;1;1;0
chr15:45520000-45560000&chr15:43800000-43840000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
chr5:146760000-146800000&chr5:144920000-144960000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
chr9:83480000-83520000&chr9:83240000-83280000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr2:181320000-181360000&chr2:178800000-178840000;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr2:23040000-23080000&chr2:19600000-19640000;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr17:30600000-30640000&chr17:27120000-27160000;1;1;1;1;0;0;1;1;1;1;0;1;0;1;1;1;0;1;0;1;1;0;1;0
chr2:34120000-34160000&chr2:32480000-32520000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr10:83040000-83080000&chr10:79120000-79160000;0;1;1;1;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;1;0;0;0
chr19:42320000-42360000&chr19:40200000-40240000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr12:76600000-76640000&chr12:76480000-76520000;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0
chr12:100520000-100560000&chr12:99160000-99200000;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;1;0;0;0;1;1;0
chr1:164680000-164720000&chr1:163200000-163240000;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0
chr14:30000000-30040000&chr14:27480000-27520000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
chr3:100080000-100120000&chr3:96640000-96680000;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
chr11:62600000-62640000&chr11:59840000-59880000;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
chr5:96640000-96680000&chr5:93440000-93480000;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0
chr14:23160000-23200000&chr14:20880000-20920000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
chr2:94400000-94440000&chr2:91960000-92000000;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0
chr3:105720000-105760000&chr3:103200000-103240000;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1
chr1:39880000-39920000&chr1:39600000-39640000;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;0;1;0;0;1;0;1;0
chr9:20080000-20120000&chr9:17280000-17320000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
chr9:102760000-102800000&chr9:99120000-99160000;1;1;1;1;0;0;1;0;1;1;1;1;1;1;0;1;1;1;0;0;1;0;1;0
chr11:101840000-101880000&chr11:98520000-98560000;1;1;1;1;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;1;1;0;0;0
chr5:108600000-108640000&chr5:107720000-107760000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr7:119240000-119280000&chr7:119120000-119160000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr9:108000000-108040000&chr9:105400000-105440000;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1
chr5:76960000-77000000&chr5:74240000-74280000;1;1;0;0;0;0;1;1;1;1;0;0;0;1;0;0;0;1;0;1;1;0;1;0
chr18:65320000-65360000&chr18:64440000-64480000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr8:14320000-14360000&chr8:13160000-13200000;0;0;1;0;0;0;0;0;1;1;1;1;1;1;0;1;0;1;0;1;1;0;1;0
chr12:88720000-88760000&chr12:87400000-87440000;1;1;1;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1
chr10:12160000-12200000&chr10:8280000-8320000;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;0;1;1
chr4:10760000-10800000&chr4:9440000-9480000;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
chr17:93720000-93760000&chr17:90640000-90680000;1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;0;0
chr19:38320000-38360000&chr19:36040000-36080000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr1:34080000-34120000&chr1:33320000-33360000;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0
chr2:54760000-54800000&chr2:51040000-51080000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
chr13:22520000-22560000&chr13:18960000-19000000;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr19:37360000-37400000&chr19:34200000-34240000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr18:65200000-65240000&chr18:62120000-62160000;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr6:116120000-116160000&chr6:115600000-115640000;1;1;1;1;0;0;1;1;0;1;0;1;0;1;1;1;0;1;0;1;1;0;0;0
chr11:51880000-51920000&chr11:48400000-48440000;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr6:121000000-121040000&chr6:120720000-120760000;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1
chr10:94440000-94480000&chr10:92520000-92560000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr3:120600000-120640000&chr3:118800000-118840000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr6:100320000-100360000&chr6:97320000-97360000;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;1;1
chr9:63560000-63600000&chr9:60640000-60680000;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0
chr6:33920000-33960000&chr6:33440000-33480000;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
chr17:29280000-29320000&chr17:27280000-27320000;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0
chr6:43680000-43720000&chr6:40400000-40440000;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
chr6:149120000-149160000&chr6:146720000-146760000;0;0;1;1;0;0;0;0;1;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0
chr3:106680000-106720000&chr3:105200000-105240000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr14:61760000-61800000&chr14:61600000-61640000;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;1;1;1;0;0;1;0
chr14:104400000-104440000&chr14:103400000-103440000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr6:30360000-30400000&chr6:26880000-26920000;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
chr9:106560000-106600000&chr9:105520000-105560000;1;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;1;1;0;1;0
chr4:126720000-126760000&chr4:125560000-125600000;1;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;1;0;0;1;0;1;0
chr2:92160000-92200000&chr2:90800000-90840000;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0
chr5:138520000-138560000&chr5:134920000-134960000;1;1;1;1;0;0;1;1;1;1;0;1;0;1;1;1;0;1;0;1;1;0;1;1
chr2:153120000-153160000&chr2:152680000-152720000;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0
chr13:13760000-13800000&chr13:13080000-13120000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr19:34320000-34360000&chr19:32480000-32520000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr4:96680000-96720000&chr4:94400000-94440000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
chr7:132760000-132800000&chr7:129400000-129440000;1;1;0;0;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;0;1;0;0;0
chr11:76240000-76280000&chr11:76200000-76240000;1;1;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0
